Contract_One year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,InternetService_Fiber optic,OnlineBackup_No internet service,tenure_standardized,gender_Male,StreamingMovies_Yes,OnlineSecurity_No internet service,Partner_Yes,OnlineSecurity_Yes,DeviceProtection_No internet service,MultipleLines_Yes,Dependents_Yes,SeniorCitizen_1,Contract_Two year,InternetService_No,StreamingMovies_No internet service,StreamingTV_No internet service,StreamingTV_Yes,PhoneService_Yes,TechSupport_No internet service,OnlineBackup_Yes,TotalCharges_standardized,TechSupport_Yes,MonthlyCharges_standardized,PaymentMethod_Mailed check,MultipleLines_No phone service,DeviceProtection_Yes,PaperlessBilling_Yes
0,0,0,1,0,0,1,-1.466093564,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.959141744,1,-1.073842765
0,0,0,0,0,1,0,0.493165099,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.972245011,1,-1.277444584
1,0,1,1,0,0,1,-1.306561052,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.584507408,1,0.269929238
1,0,0,1,0,0,1,-1.504314895,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.829498807,0,-0.503757673
0,0,0,0,0,1,0,0.370192121,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.973877405,1,-1.277444584
0,0,0,0,1,1,0,0.380162903,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.973745049,1,-1.277444584
1,0,0,0,0,0,0,0.046141706,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0.930552407,1,1.287938331
0,0,1,1,0,0,1,-1.51262388,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998870675,1,-1.277444584
0,0,0,0,0,0,0,0.144187729,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.390318356,0,0.554971784
1,0,1,0,0,0,0,-0.852890471,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,-0.523557359,0,-0.177994763
0,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.712010585,0,0.025607055
1,0,1,0,1,0,0,-0.164906513,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.026713707,1,0.269929238
0,0,0,0,1,1,0,0.649374017,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.575793566,0,0.392090329
0,0,0,0,0,0,0,-0.537149041,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.985921823,0,-1.277444584
0,0,0,0,0,1,0,0.473223535,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.776644549,0,-1.033122401
0,1,0,0,1,1,0,1.348990554,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,2.306792586,1,1.532260513
0,1,0,1,0,0,1,-1.318193631,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.246315156,1,1.328658694
0,0,0,0,0,0,0,-0.49892771,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.985414457,1,-1.277444584
0,0,0,0,0,1,0,0.99668959,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.260918461,1,-0.5851984
0,0,0,0,0,1,0,0.938526695,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.015552053,1,-0.340876218
0,1,0,0,1,0,0,0.237248361,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.96880336,1,1.247217967
1,0,1,0,0,0,0,0.425031422,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.524042277,0,0.473531056
0,0,0,1,0,0,1,-1.492682316,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.979568723,1,-1.155283493
0,0,0,0,0,1,0,0.18240906,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.976370114,0,-1.277444584
0,0,1,0,0,1,0,1.01330756,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.454797904,0,0.18848851
0,0,0,0,1,1,0,0.659344799,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-0.625493723,0,-0.91096131
0,0,0,0,0,0,0,-1.319855428,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.631162982,1,0.066327419
1,0,0,0,1,0,0,-0.385925514,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,-0.155474657,1,0.107047783
0,0,0,1,0,0,1,-1.482711534,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.967038999,0,-1.155283493
0,0,0,0,0,1,0,1.2127232,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.734951944,0,0.269929238
1,0,0,0,1,1,0,1.189458042,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0.891507316,1,0.432810693
0,0,1,1,0,0,1,-1.351429571,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.826520792,0,-0.625918764
0,1,0,1,0,0,1,-1.311546443,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.321361144,0,1.16577724
1,0,0,0,1,0,0,0.233924767,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0.524461405,0,0.677132875
1,0,0,1,0,0,1,-1.497667707,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.95539165,1,-1.155283493
0,1,1,0,1,0,0,-0.495604116,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.409002645,0,1.287938331
0,0,0,0,0,1,0,0.160805699,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.915861253,1,-1.196003856
0,0,1,1,0,0,1,-1.49600591,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.998650081,1,-1.277444584
1,0,0,0,1,1,0,0.533048227,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.374766498,1,0.310649601
0,0,1,0,0,0,0,-0.158259325,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.980892286,0,-1.277444584
0,0,0,0,0,1,0,0.724154882,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.720746097,1,-0.992402038
0,0,0,1,0,0,1,-1.459446376,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,-0.998164775,0,-1.277444584
1,0,0,0,1,0,0,-0.018668377,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,-0.078090376,0,0.066327419
0,0,0,0,0,0,0,-0.989157825,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.991921972,0,-1.277444584
0,0,0,0,1,0,0,-0.46569177,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.119959066,0,0.269929238
1,0,0,0,0,1,0,1.353975945,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1.730425281,0,1.043616148
0,1,1,1,0,0,1,-1.514285677,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.608662421,1,0.51425142
0,0,0,0,0,1,0,0.677624566,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,-0.785181526,1,-1.073842765
1,0,0,0,1,1,0,0.860422236,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0.705458562,1,0.432810693
0,1,1,1,0,0,1,-1.487696925,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.619206802,1,0.351369965
0,0,0,0,0,1,0,0.328647196,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.838101963,1,-1.114563129
0,1,0,0,1,0,0,-0.118376197,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0.929559735,1,1.61370124
1,0,0,1,0,0,1,-1.489358722,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.977274548,1,-1.155283493
0,0,1,0,0,0,0,-0.331086213,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,-0.807593849,1,-0.951681674
0,1,0,0,1,0,0,0.288764068,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1.343724468,1,1.61370124
1,0,0,0,0,0,0,-0.442426612,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,-0.231358901,0,0.025607055
0,1,0,0,0,1,0,0.521415648,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.523993666,0,1.61370124
0,0,0,0,0,0,0,-0.351027777,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.498806743,1,-0.422316946
1,0,0,0,1,1,0,1.486919705,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.378551727,0,1.532260513
0,0,1,0,1,1,0,1.317416411,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.055303043,1,-0.463037309
0,0,0,0,1,1,0,0.682609957,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.469181004,1,-0.707359492
0,0,0,0,0,1,0,0.483194317,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0.05790566,1,-0.1372744
0,0,1,0,1,0,0,0.390133685,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,-0.497527299,0,-0.707359492
0,0,1,0,0,1,0,1.340681569,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,2.322763572,1,1.572980877
0,1,0,1,0,0,1,-1.308222849,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,-0.209100994,1,1.61370124
0,0,0,0,0,1,0,0.734125664,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,-0.317169863,0,-0.544478037
0,0,0,1,0,0,1,-1.499329504,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9986942,1,-1.277444584
0,0,0,0,0,1,0,0.363544933,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.973965642,0,-1.277444584
0,0,0,0,0,0,0,-0.638518658,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.970127312,0,-1.23672422
0,0,1,0,1,1,0,0.443311189,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,-0.625802554,0,-0.870240946
1,0,0,1,0,0,1,-1.510962083,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.906441901,0,-0.829520583
0,1,0,0,1,1,0,1.520155645,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.412743755,0,1.532260513
0,0,0,0,1,1,0,0.865407627,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,-0.146606789,0,-0.503757673
0,0,0,1,0,0,1,-1.477726143,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.799740712,0,-0.381596582
0,1,0,0,1,0,0,0.551327994,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0.784254643,1,0.677132875
0,0,1,0,0,1,0,1.103044598,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.837726953,0,-1.155283493
0,0,0,0,0,1,0,1.442051186,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0.507188915,1,-0.015113308
0,0,1,0,0,0,0,-0.314468243,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.959428515,1,-1.23672422
0,1,0,0,0,0,0,-0.272923318,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.7364961,1,1.491540149
0,0,0,0,0,1,0,0.523077445,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.803071678,1,-1.073842765
0,1,1,1,0,0,1,-1.497667707,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.789394866,0,-0.340876218
1,0,0,0,1,1,0,1.305783832,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.500107857,0,-0.015113308
0,1,0,0,0,0,0,-0.395896296,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.346177939,0,-0.218715127
0,0,0,0,0,1,0,1.314092817,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0.257851819,0,-0.218715127
0,0,0,0,0,1,0,0.528062836,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.113579027,1,1.043616148
0,0,0,0,0,1,0,0.218968594,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.975884808,1,-1.277444584
0,1,1,1,0,0,1,-1.333149804,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.799409822,0,-0.5851984
0,1,1,1,0,0,1,-1.444490203,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.547734432,0,0.595692147
0,1,1,0,1,1,0,1.510184863,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.385279836,0,1.532260513
0,0,0,0,1,1,0,0.818877311,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.507784907,0,-0.788800219
0,0,1,0,0,0,0,-0.455720988,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.206608284,0,0.147768147
0,1,0,1,0,0,1,-1.494344113,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.428834411,1,1.410099422
0,0,0,1,0,0,1,-1.491020519,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.919368694,0,-0.91096131
0,0,0,0,0,1,0,0.749081837,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,-0.285007297,1,-0.544478037
0,1,1,1,0,0,1,-1.492682316,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.422194539,0,1.572980877
0,1,1,0,1,0,0,0.818877311,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1.805890397,1,1.61370124
0,1,1,1,0,0,1,-1.487696925,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.594456185,0,0.636412511
0,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998517725,1,-1.277444584
0,0,1,0,1,0,0,0.61447628,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.296544349,1,-0.5851984
0,0,0,1,0,0,1,-1.467755361,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998275072,1,-1.277444584
0,1,0,0,0,1,0,1.267562501,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,2.076404491,1,1.410099422
0,1,1,0,1,0,0,-0.852890471,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.218917026,1,1.491540149
0,0,0,0,0,1,0,1.169516478,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.155099648,1,-0.544478037
0,1,0,0,1,1,0,1.653099405,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,2.668588366,1,1.61370124
0,1,0,1,0,0,1,-1.481049737,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,-0.682693678,0,0.229208874
1,0,0,0,0,0,0,-0.297850273,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,-1.94E-07,1,0.310649601
0,1,1,1,0,0,1,-1.348105977,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.369759409,0,1.16577724
0,0,0,0,0,1,0,0.539695415,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.646450128,0,-0.91096131
1,0,0,0,0,0,0,0.267160707,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.021948882,1,-0.015113308
0,0,0,0,0,1,0,1.166192884,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,-0.12827545,0,-0.463037309
1,0,0,0,1,1,0,1.154560305,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1.591230636,0,1.084336512
0,0,0,0,0,1,0,0.179085466,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.602904925,0,-0.788800219
0,1,0,1,0,0,1,-1.47938794,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.553028682,0,0.595692147
0,1,1,1,0,0,1,-1.288281285,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.214748193,1,1.491540149
0,0,0,1,0,0,1,-1.491020519,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.992495516,1,-1.23672422
0,0,1,1,0,0,1,-1.519271068,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.807042365,0,-0.422316946
0,0,0,0,1,1,0,1.054852485,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,-0.393120285,1,-0.707359492
0,1,0,1,0,0,1,-1.492682316,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.54429317,0,0.84001433
0,0,0,1,0,0,1,-1.298252067,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,-0.683267222,0,-0.177994763
1,0,0,1,0,0,1,-1.477726143,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.797755369,1,-0.422316946
0,0,0,0,0,1,0,0.179085466,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.976414233,0,-1.277444584
0,0,0,0,1,1,0,0.890334582,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,-0.327912778,1,-0.666639128
0,1,1,0,0,0,0,-0.842919689,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.134407956,0,0.636412511
0,0,0,0,1,1,0,1.360623133,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0.396406743,1,-0.096554036
0,0,0,0,0,1,0,0.18240906,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.906022773,0,-1.196003856
0,1,0,0,0,1,0,0.96345365,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1.474558611,1,1.002895785
1,0,0,0,0,1,0,1.056514282,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1.896488243,0,1.450819786
1,0,0,0,0,0,0,-0.158259325,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,-0.41301784,0,-0.381596582
0,1,0,0,0,0,0,-0.164906513,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.672766571,0,1.328658694
1,0,0,0,0,1,0,0.860422236,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0.745981631,1,0.473531056
0,1,1,0,1,1,0,1.470301735,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2.372926587,0,1.572980877
1,0,0,0,1,0,0,0.110951789,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0.086450489,0,0.18848851
0,0,0,1,0,0,1,-1.474402549,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.889742955,0,-0.829520583
0,1,1,0,1,0,0,0.571269558,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.463903933,1,1.491540149
0,0,0,0,1,0,0,-0.139979558,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.132665265,0,0.107047783
0,0,0,0,0,0,0,0.027861939,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.857403914,1,-1.114563129
0,1,1,0,0,1,0,0.589549325,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.122711607,1,1.043616148
0,1,0,0,1,0,0,0.582902137,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1.631180161,1,1.61370124
0,1,0,0,1,0,0,0.112613586,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1.11417463,1,1.61370124
0,0,0,1,0,0,1,-1.477726143,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.998407428,0,-1.277444584
1,0,0,0,1,1,0,1.023278342,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0.621875597,0,0.269929238
1,0,1,1,0,0,1,-1.481049737,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.536109143,1,0.84001433
0,0,0,0,1,1,0,0.812230123,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.044250908,0,-0.218715127
0,0,0,0,0,1,0,0.162467496,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.976634827,0,-1.277444584
0,0,0,0,0,1,0,0.815553717,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.967965493,0,-1.277444584
0,0,0,0,0,1,0,0.333632587,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.372913899,0,-0.5851984
0,1,1,1,0,0,1,-1.481049737,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.602596094,1,0.554971784
0,1,0,0,1,0,0,0.652697611,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1.682313788,0,1.61370124
0,0,0,0,1,1,0,0.757390822,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.350655603,0,0.147768147
0,0,0,0,0,0,0,-1.316531834,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.963266846,0,-1.155283493
0,1,0,1,0,0,1,-1.494344113,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.79771125,0,-0.300155854
0,0,1,0,0,0,0,-0.462368176,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,-0.108863202,0,0.310649601
0,0,0,0,1,1,0,1.250944531,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.835670551,1,1.247217967
0,0,0,0,1,1,0,1.048205297,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,-0.377899318,0,-0.707359492
0,0,0,0,0,0,0,-0.307821055,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.668730095,1,-0.748079855
0,1,0,0,1,1,0,1.49522869,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,2.492356033,1,1.61370124
0,0,0,0,0,1,0,1.383888291,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.775320597,1,0.269929238
0,1,1,0,1,0,0,-0.158259325,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0.214130142,0,0.595692147
0,0,0,0,0,1,0,0.798935747,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,-0.269543676,1,-0.544478037
0,0,0,0,0,1,0,0.679286363,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.797887725,0,-1.114563129
0,0,0,0,0,0,0,-0.985834231,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.810549805,0,-0.788800219
0,0,0,0,1,1,0,0.508121272,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.413679621,0,-0.625918764
0,0,0,0,0,1,0,0.358559542,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.062692544,1,0.066327419
0,0,0,0,0,0,0,-0.505574898,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.09059804,0,0.392090329
0,0,0,0,0,1,0,0.549666197,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.823697192,1,-1.114563129
0,1,1,1,0,0,1,-1.358076759,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.273448185,0,1.572980877
0,0,0,0,1,0,0,0.054450691,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,-0.439974394,1,-0.544478037
0,0,1,1,0,0,1,-1.500991301,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-0.991546963,0,-1.23672422
0,1,0,1,0,0,1,-1.527580053,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.524550031,1,1.002895785
0,1,0,0,1,1,0,1.450360171,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.398383103,1,1.61370124
0,0,0,0,0,1,0,0.704213318,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.780328464,0,-1.073842765
0,0,1,0,0,1,0,0.687595348,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-0.366935809,0,-0.625918764
0,1,0,0,1,0,0,0.536371821,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.168793638,1,1.16577724
0,0,1,0,0,1,0,0.207336015,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.976039224,1,-1.277444584
0,1,1,0,1,1,0,1.563362367,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.394306611,1,0.636412511
0,0,0,1,0,0,1,-1.467755361,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.861661373,1,-0.666639128
0,0,0,0,0,1,0,0.674300972,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-0.678017091,1,-0.951681674
0,0,0,0,0,0,0,-0.670092801,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.953229832,0,-1.196003856
0,0,1,0,0,0,0,-0.676739989,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.98777481,1,-1.277444584
0,1,0,0,1,1,0,1.340681569,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.918525557,1,1.328658694
0,1,1,0,1,1,0,1.674702766,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2.632433054,0,1.532260513
1,0,0,0,0,0,0,-0.164906513,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0.563771208,1,1.125056876
1,0,0,1,0,0,1,-1.278310503,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.229307379,0,1.491540149
0,0,0,0,0,1,0,0.192379842,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.059868945,0,0.107047783
0,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.799917187,0,-0.422316946
